,RegAwarded,RegAwarded,RegAwarded,RegAwarded,RegAwarded,RegAwarded,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedTotal,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedEconomic,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SpinAwardedSelfSchedule,SuppAwarded,SuppAwarded,SuppAwarded,SuppAwarded,SuppAwarded,SuppAwarded,STRAwarded,STRAwarded,STRAwarded,STRAwarded,STRAwarded,STRAwarded
,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol
Unit Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7166,,,,,,,9.999235006119951,0.04373196428383248,10.0,7.5,10.0,32677.5,0.0,0.0,0.0,0.0,0.0,0.0,9.999235006119951,0.04373196428383248,10.0,7.5,10.0,32677.5,,,,,,,9.991408934707904,0.6265099253935269,10.0,0.4,21.0,29075.0
A7360,1.9516666666666667,0.25171123021702263,2.0,0.1,2.0,234.2,4.0,0.0,4.0,4.0,4.0,8.0,4.0,0.0,4.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
A7362,1.9403225806451612,0.2665404238286372,2.0,0.1,2.0,240.6,4.0,0.0,4.0,4.0,4.0,8.0,4.0,0.0,4.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
A7501,,,,,,,,,,,,,,,,,,,,,,,,,15.443443591258122,5.35155134116107,16.3,0.2,22.7,52291.5,5.9683157309616455,0.3730894949288426,6.0,0.2,6.0,10737.0
A7883,5.5,0.0,5.5,5.5,5.5,550.0,10.827497107597377,1.063292089686232,11.0,0.1,11.0,28075.7,10.827497107597377,1.063292089686232,11.0,0.1,11.0,28075.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,31.36970232696434,5.525250395656663,33.0,0.2,33.0,106437.39999539
A7884,4.0,0.0,4.0,4.0,4.0,144.0,7.912917594654789,0.6535812977061574,8.0,0.2,8.0,7105.8,7.912917594654789,0.6535812977061574,8.0,0.2,8.0,7105.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,20.875859030193833,6.034977306818232,24.0,0.2,24.0,23694.09999927
A8541,11.98246153846154,2.1448258373920575,12.5,0.2,20.8,3894.3,,,,,,,,,,,,,,,,,,,,,,,,,15.206666666666667,6.162452475501982,12.5,2.0,25.0,1596.7
A8542,10.515037593984962,1.9215844687242964,11.0,0.1,11.0,4195.5,21.793333333333333,0.7820137176197456,22.0,18.9,22.0,980.7,21.793333333333333,0.7820137176197456,22.0,18.9,22.0,980.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.712307690769233,5.085501151153213,22.0,8.0,22.0,3648.8999997
A8543,10.310185185185185,1.8786204582835222,11.0,1.8,11.0,3340.5,21.025000000000002,1.7318625309437696,22.0,17.8,22.0,504.6,21.025000000000002,1.7318625309437696,22.0,17.8,22.0,504.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,17.32333333,5.557672236405029,22.0,8.0,22.0,3118.1999994
A8544,10.535833333333333,1.3539046493172613,11.0,2.5,11.0,3792.9,19.35,6.097371661336594,22.0,6.1,22.0,348.3,19.35,6.097371661336594,22.0,6.1,22.0,348.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16.946428571428573,5.993198668682072,22.0,2.9,22.0,2847.0
A8545,,,,,,,16.96,5.692702095038623,20.0,6.0,20.0,254.4,16.96,5.692702095038623,20.0,6.0,20.0,254.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,47.79055943916084,10.264076401493195,50.0,2.8,55.0,41004.2999988
A8546,,,,,,,18.155555555555555,10.838192204256677,20.0,4.0,30.0,490.2,18.155555555555555,10.838192204256677,20.0,4.0,30.0,490.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,47.12532751091703,10.988048059035885,50.0,4.0,55.0,32375.1
A8547,,,,,,,18.764285714285716,6.727692149045139,21.0,5.0,24.0,1576.2,18.764285714285716,6.727692149045139,21.0,5.0,24.0,1576.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,19.30857142857143,6.184165844182464,21.0,3.0,24.0,6082.2
A8548,,,,,,,16.497142857142858,8.383861065978273,21.0,3.0,24.0,1732.2,16.497142857142858,8.383861065978273,21.0,3.0,24.0,1732.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.219379844186047,7.001051854808395,21.0,3.0,24.0,7050.8999997
A8549,,,,,,,18.188429752066114,4.158081861276809,20.0,0.6,20.0,6602.4,18.188429752066114,4.158081861276809,20.0,0.6,20.0,6602.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,51.350999048049474,14.314720328395566,60.0,3.5,60.0,161909.6999985
A8550,16.322383720930233,5.0240443147404426,20.0,1.0,20.0,16844.7,36.68421052631579,11.113421574733152,40.0,10.0,63.5,2091.0,36.68421052631579,11.113421574733152,40.0,10.0,63.5,2091.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,102.35788803854962,33.62698201737951,120.0,0.4,120.0,241359.8999949
A8551,13.61909150757077,3.8550583351079752,15.0,0.6,15.0,62062.2,25.452941176470585,9.932620055980724,30.0,2.6,30.0,1298.1,25.452941176470585,9.932620055980724,30.0,2.6,30.0,1298.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,62.8494166649,29.64401854042035,89.5,0.9,90.0,226257.89999364
A8554,23.67538790797218,10.090693335616294,30.0,0.1,30.0,44249.3,33.5307453416149,16.93791536797928,34.8,0.4,60.0,10796.9,33.5307453416149,16.93791536797928,34.8,0.4,60.0,10796.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,63.74230112463068,27.02370555040559,65.0,2.7,135.0,224372.8999587
A8555,35.76373530692207,17.579232148770313,42.1,0.1,50.0,82149.3,31.92722222222222,22.38083235818797,19.45,1.9,100.0,5746.9,31.92722222222222,22.38083235818797,19.45,1.9,100.0,5746.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,65.7432534341488,37.661672607598014,67.0,0.1,150.0,260671.9998664
A8556,,,,,,,33.72289473684211,21.788894245526002,35.0,0.1,60.0,12814.7,33.72289473684211,21.788894245526002,35.0,0.1,60.0,12814.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
A8557,,,,,,,55.882456140350875,26.842345689509838,64.7,1.1,100.0,15926.5,55.882456140350875,26.842345689509838,64.7,1.1,100.0,15926.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
A8558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,,15.9,15.9,15.9,15.9
A8559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6999999,,15.6999999,15.6999999,15.6999999,15.6999999
A8560,12.5,0.0,12.5,12.5,12.5,62.5,6.6,8.34386001800126,6.6,0.7,12.5,13.2,6.6,8.34386001800126,6.6,0.7,12.5,13.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,22.160958900684932,6.282162745443416,25.0,0.4,25.0,3235.4999995
A8561,10.02,4.330357952871794,12.5,2.5,12.5,50.1,12.5,,12.5,12.5,12.5,12.5,12.5,,12.5,12.5,12.5,12.5,0.0,,0.0,0.0,0.0,0.0,,,,,,,22.07203389661017,6.965113133442374,25.0,0.2,25.0,2604.4999998
A8566,12.5,0.0,12.5,12.5,12.5,50.0,12.5,,12.5,12.5,12.5,12.5,12.5,,12.5,12.5,12.5,12.5,0.0,,0.0,0.0,0.0,0.0,,,,,,,24.735483870967744,1.79417203632558,25.0,12.5,25.0,2300.4
A8567,12.5,0.0,12.5,12.5,12.5,62.5,9.633333333333333,4.87886598845811,12.4,4.0,12.5,28.9,9.633333333333333,4.87886598845811,12.4,4.0,12.5,28.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,24.620833332291667,1.7849025800262066,25.0,11.6999999,25.0,2363.5999999
A8733,19.348357203032855,2.714557640624238,20.0,0.2,20.0,22966.5,26.040934065934067,8.21797175515198,25.0,0.1,40.0,85310.1,26.040934065934067,8.21797175515198,25.0,0.1,40.0,85310.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,33.01670083022561,23.983979021645002,25.0,0.3,120.0,112685.99993356
A8734,19.121101694915257,3.3000712676135895,20.0,0.1,20.0,22562.9,26.05225055083412,8.10360895455464,25.0,0.1,40.0,82768.0,26.05225055083412,8.10360895455464,25.0,0.1,40.0,82768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,32.84019165366876,23.71483674169379,25.0,0.2,120.0,109653.3999316
A8735,,,,,,,59.55969305331179,20.74371112115425,67.0,0.3,119.0,73734.9,59.55969305331179,20.74371112115425,67.0,0.3,119.0,73734.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,77.96241037452769,37.62848219609045,70.0,0.5,259.0,239344.5998498
A8736,47.71618669314797,7.306454065878316,50.0,0.8,50.0,144150.6,37.58011825572801,27.480577261280825,28.0,0.1,100.0,50845.9,37.58011825572801,27.480577261280825,28.0,0.1,100.0,50845.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,44.506782596495654,31.822314654366604,45.0,0.1,210.0,51182.79998597
A8737,33.9990264255911,17.66474888759118,34.5,0.1,75.0,48890.6,37.880568720379145,26.39182686721976,33.0,0.6,121.0,7992.8,37.880568720379145,26.39182686721976,33.0,0.6,121.0,7992.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,39.84460694223034,23.35568310513488,35.5,0.2,104.2,21794.9999974
A8741,23.190073679901758,4.963065396680232,25.0,0.3,25.0,113306.7,17.435021888680424,11.00479070709798,13.6,0.2,50.0,27878.6,17.435021888680424,11.00479070709798,13.6,0.2,50.0,27878.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,22.556532408379177,11.550430032972036,25.0,0.2,75.0,45925.09998346
A8742,52.87948168772756,15.343016816354101,50.0,0.2,75.0,246894.3,44.04385342789598,39.673963307713585,29.45,1.1,150.0,37261.1,44.04385342789598,39.673963307713585,29.45,1.1,150.0,37261.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,54.00545133504103,25.705769385364015,50.0,0.6,155.0,92133.29997758
A8744,23.5875,3.0243948627311026,23.5,18.2,29.5,188.7,39.65348837209302,15.922178052593319,45.0,0.8,65.0,22166.3,39.65348837209302,15.922178052593319,45.0,0.8,65.0,22166.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.89738130712276,39.130847676117156,101.0,0.3,201.0,277691.49989326
A8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.548529374095022,12.999428856303181,18.8,0.1,68.0,20816.8999667
A8746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.285026714064173,15.22033028803142,19.3,0.3,68.0,14745.89998659
A8747,13.435130718954246,5.584177022303523,13.5,0.5,27.0,16444.6,24.33505838641189,18.565418660841935,20.0,0.1,70.0,91694.5,24.33505838641189,18.565418660841935,20.0,0.1,70.0,91694.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.221274528496213,14.772845650003914,17.0,0.1,81.0,93784.89999817
A8764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00166893835883,36.80731345322877,24.0,0.1,129.0,29480.19996668
A8765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.05143364139785,32.880413652262774,25.34999995,0.4,128.0,21790.6999719
A8766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.48618342612684,35.77425806850335,26.1,0.3,129.0,36632.29996527
A8769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39985569946609,11.682890818149449,1.1,0.2,81.0,37420.9999973
A8790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,19.0,19.0,19.0,19.0
A8801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.28026315657895,17.404980283015888,50.0,5.0,70.0,3821.2999999
A8802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.35679011975309,28.198989075117154,62.0,12.6999999,133.0,5455.8999997
A8820,47.50726643598616,17.97560944169808,59.0,0.1,59.0,109836.8,91.14229122055674,38.26038673117754,118.0,0.2,118.0,170253.8,91.14229122055674,38.26038673117754,118.0,0.2,118.0,170253.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,257.39777049841257,117.13541802460335,332.6,0.2,354.0,958291.89956559
A8821,43.17227722772277,18.68092513957338,56.1,0.3,58.5,30522.8,94.42430703624734,31.697318596312325,115.0,0.5,115.0,44285.0,94.42430703624734,31.697318596312325,115.0,0.5,115.0,44285.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,166.95420868837542,84.09284930479409,205.0,0.8,351.0,198341.59992179
A8824,18.070731707317073,4.783003444617148,20.0,4.8,20.0,740.9,33.88,11.12650840062547,40.0,1.2,40.0,2541.0,33.88,11.12650840062547,40.0,1.2,40.0,2541.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,109.18173718218263,27.18322874880101,120.0,1.2,120.0,49022.5999948
A8825,15.910309278350516,4.870734323904183,17.5,0.1,20.0,10803.1,30.31424802110818,10.456541845003644,35.0,0.1,40.0,11489.1,30.31424802110818,10.456541845003644,35.0,0.1,40.0,11489.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,89.76848135936145,34.10145299847133,105.0,0.1,120.0,219304.39996092
A8826,16.29013079667063,4.451980300585608,17.5,0.3,20.0,27400.0,31.14179620034542,10.118852778804582,35.0,0.4,40.0,36062.2,31.14179620034542,10.118852778804582,35.0,0.4,40.0,36062.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,87.29814864495091,34.32087106677025,105.0,0.4,120.0,311217.89991925
A8828,17.98745704467354,4.759311633289459,20.0,1.0,20.0,10468.7,36.215437158469946,9.47608087963367,40.0,0.2,40.0,26509.7,36.215437158469946,9.47608087963367,40.0,0.2,40.0,26509.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,104.1963131188889,31.190707986070624,120.0,1.2,120.0,206308.6999754
A8829,15.72542372881356,2.827197047129433,16.0,3.2,19.5,2783.4,28.91938775510204,8.318624912988291,32.0,1.1,40.0,8502.3,28.91938775510204,8.318624912988291,32.0,1.1,40.0,8502.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,93.46615923430913,27.768149799054353,99.0,0.5,120.0,79820.0999861
A8832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.68491703680241,17.529538700746375,60.0,1.3,60.0,33604.0999954
A8836,,,,,,,30.35231958762887,14.465529544168332,40.0,0.3,40.0,11776.7,30.35231958762887,14.465529544168332,40.0,0.3,40.0,11776.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,66.03793968668342,37.514785570467545,72.0,0.3,104.0,26283.0999953
A8841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.343103444827584,4.424616631696282,35.0,8.5,35.0,1933.8999998
A8842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.760869556521739,7.870181870755892,5.9,0.2,36.0,178.4999998
A8843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.818181802727272,9.002931953865149,7.7,0.1,32.0,323.99999949
A8845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,5.4,5.7,0.3,11.1,17.1
A8851,,,,,,,39.779003831417626,15.853129703611367,37.0,0.2,80.0,51911.6,39.779003831417626,15.853129703611367,37.0,0.2,80.0,51911.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,110.53326247709884,48.068167958544166,111.0,1.0,240.0,208023.5999819
A8852,48.84483485593816,5.795914921070384,50.0,0.6,50.0,69506.2,94.4642267473858,18.386710130894638,100.0,0.3,100.0,171641.5,94.4642267473858,18.386710130894638,100.0,0.3,100.0,171641.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,188.31842614931145,95.5014778932765,213.9,0.3,300.0,287185.5998777
A8854,13.389690721649485,9.04678054226359,10.5,0.3,37.5,3896.4,32.02668881506091,20.906575175936684,21.0,0.2,75.0,28920.1,32.02668881506091,20.906575175936684,21.0,0.2,75.0,28920.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,104.98044656710621,74.6609165767636,63.0,0.3,225.0,347905.19992339
A8855,12.89775,6.647502777015295,12.5,0.2,38.0,5159.1,26.018246869409662,11.845041260981883,25.0,0.5,77.0,29088.4,26.018246869409662,11.845041260981883,25.0,0.5,77.0,29088.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,85.52241419753146,57.31967930659014,75.0,0.6,231.0,346451.2999142
A8859,42.69657142857143,13.467038730927744,50.0,0.8,50.0,44831.4,58.47036011080332,40.67155623303102,70.15,0.6,100.0,42215.6,58.47036011080332,40.67155623303102,70.15,0.6,100.0,42215.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,74.46239686370907,94.16755991799202,20.0,0.6,300.0,334261.69952119
A8861,24.3775,15.283986614605597,23.2,0.5,49.5,1950.2,34.64780487804878,10.210248482744575,35.0,4.5,63.0,7102.8,34.64780487804878,10.210248482744575,35.0,4.5,63.0,7102.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,46.5559514638135,19.335191801252975,50.0,0.3,182.199999,61407.29998077
A8862,12.52727272727273,8.300010952895294,12.0,1.3,25.6,137.8,8.133333333333333,3.5275109260402484,6.3,5.9,12.2,24.4,8.133333333333333,3.5275109260402484,6.3,5.9,12.2,24.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,14.738888872222223,8.473775387147697,13.79999995,2.9,30.5,265.2999997
A8865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.249999987500004,31.434603307115463,70.99999995,1.6,72.0,393.99999990000003
A8882,,,,,,,2.1574238578680203,2.4413596447130876,1.6,0.6,8.6,3400.1,2.1574238578680203,2.4413596447130876,1.6,0.6,8.6,3400.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.258,2.570446779615586,1.6,0.5,8.6,4177.3
A8887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.32796208482735,3.441146210907515,27.0,0.6,27.0,38886.39999929
A8888,,,,,,,14.91961461552445,0.7953653915008246,15.0,0.6,15.0,82072.8,14.91961461552445,0.7953653915008246,15.0,0.6,15.0,82072.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,42.549965713897144,8.23545700406392,45.0,0.7,45.0,186156.0999983
A8889,,,,,,,5.997119341563786,0.1125625633502955,6.0,0.5,6.0,36432.5,5.997119341563786,0.1125625633502955,6.0,0.5,6.0,36432.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,17.35414732589102,2.6994662323910865,18.0,0.5,18.0,85989.79999979
A8890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.421358810993631,0.7773327739046582,12.5,0.1,12.5,29252.29999989
A8892,11.216556291390729,2.5607923373720656,12.0,0.8,15.0,1693.7,21.20537634408602,6.717520336879587,24.0,0.4,25.0,1972.1,21.20537634408602,6.717520336879587,24.0,0.4,25.0,1972.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,63.217127067292815,18.457220470386748,72.0,0.1,90.0,57211.4999959
A8894,12.435966735966735,2.822804373707915,13.5,0.1,13.5,5981.7,24.633566433566433,6.083893283576449,27.0,0.4,28.0,14090.4,24.633566433566433,6.083893283576449,27.0,0.4,28.0,14090.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,75.85933688730182,15.049069968546629,81.0,0.3,84.0,199054.89999228
A8895,12.289285714285715,4.52824182503254,15.0,0.3,15.0,688.2,26.29763779527559,7.9925507437598435,30.0,0.6,30.0,3339.8,26.29763779527559,7.9925507437598435,30.0,0.6,30.0,3339.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,79.2879008671866,22.545818064145724,90.0,1.0,90.0,54391.49999489
A8896,13.654942528735631,3.178403822792935,15.0,0.9,15.0,5939.9,27.124363636363636,6.8503484717543826,30.0,0.4,30.0,14918.4,27.124363636363636,6.8503484717543826,30.0,0.4,30.0,14918.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,81.96989517366457,20.332237097827083,90.0,1.0,90.0,195498.19998919
A8898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.13859649122807,6.286202418959344,27.0,5.4,29.0,1318.9
A8899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.492,5.975462438284701,20.0,14.9,29.0,1686.9
A8900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.336363600000002,7.223471834475064,18.3999999,10.4,33.0,212.6999996
A8901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.65714282857143,7.859783073554469,15.9,10.4,33.7999999,123.5999998
A8905,,,,,,,,,,,,,,,,,,,,,,,,,43.2481708652793,3.3025292815183285,44.0,5.6,45.0,197427.9,40.37692307586727,7.236400615508644,44.0,2.4,45.0,26769.8999993
A8906,,,,,,,,,,,,,,,,,,,,,,,,,42.712939585211906,4.575647854181727,44.0,2.9,45.0,94737.3,39.28385650134529,8.127125309597176,44.0,0.9,45.0,17520.5999996
A8907,,,,,,,,,,,,,,,,,,,,,,,,,43.33571428571428,3.138902048313363,44.0,7.5,45.0,214771.8,40.30060059894895,7.462949062597099,44.0,0.4,45.0,26840.1999989
A8909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.79591835176252,43.39448363160084,90.0,1.6,210.0,55406.9999916
A8915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2716341203186023,3.2716038966797267,2.2,0.1,22.5,3183.29999907
A8918,13.516176470588235,3.4236931396756307,15.0,0.6,15.0,919.1,27.223036649214663,6.711239056805914,30.0,2.8,30.0,5199.6,27.223036649214663,6.711239056805914,30.0,2.8,30.0,5199.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,84.50957575624243,17.77885506465394,90.0,2.0,90.0,69720.3999989
A8920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.125,3.031088913245535,21.0,10.5,21.0,241.5
A8922,48.3732869379015,16.223742859189887,58.0,0.4,59.5,90361.3,92.53251001335114,36.256081394036535,116.0,0.1,119.0,138613.7,92.53251001335114,36.256081394036535,116.0,0.1,119.0,138613.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,244.44066429662848,118.47487192810844,267.699999,0.1,357.0,640190.09979287
A8923,49.92417854928704,14.606571591085967,57.5,0.1,57.5,80527.7,92.27372836916624,32.64847040884771,115.0,0.1,115.0,175966.0,92.27372836916624,32.64847040884771,115.0,0.1,115.0,175966.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,259.62555300753445,105.05505745703141,322.699999,0.1,345.0,809772.0998305
A8969,7.485339168490153,1.743837073258235,8.0,0.1,8.0,6841.6,15.965342809364548,0.5994760130603366,16.0,0.1,16.0,76378.2,0.0,0.0,0.0,0.0,0.0,0.0,15.965342809364548,0.5994760130603366,16.0,0.1,16.0,76378.2,16.0,,16.0,16.0,16.0,16.0,19.371069767302327,9.767399777380291,16.0,0.1,48.0,83295.5999994
A8970,1.946626984126984,0.2276785161270095,2.0,0.1,2.0,981.1,3.5422390814025015,0.16043083735639382,3.5,1.3,4.0,17275.5,0.044802132458478576,0.14282162878663138,0.0,0.0,0.5,218.5,3.497436948944023,0.07148656181162528,3.5,1.3,3.5,17057.0,3.7,0.273861278752583,3.5,3.5,4.0,18.5,4.247078804347826,2.2669501124553917,3.5,1.3,12.0,18755.1
A8971,,,,,,,14.709189842805321,15.615943818406182,10.0,0.5,57.0,24329.0,7.421342200725514,13.31469939487903,0.0,0.0,44.0,12274.9,7.287847642079806,11.19631036736977,2.0,0.5,48.0,12054.1,42.35111111111111,13.277760322882743,48.0,4.8,48.0,1905.8,31.227986904738135,20.171248895439973,39.35,0.1,68.0,114481.79999277
A9290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.49999995,0.14142128552662755,89.49999995,89.4,89.5999999,178.9999999
A9438,14.375,10.388203537054553,19.0,1.0,27.0,172.5,36.39540229885058,12.399836459328512,42.0,0.1,54.0,12665.6,36.39540229885058,12.399836459328512,42.0,0.1,54.0,12665.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,48.264599844051915,22.974973052455532,43.0,0.4,171.0,66942.9999837
A9829,,,,,,,38.675564236111114,22.84514335462139,47.8,0.1,60.0,178217.0,38.675564236111114,22.84514335462139,47.8,0.1,60.0,178217.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,44.11303145592967,28.039274130355352,49.7,0.1,92.5999999,191935.79986475
A9830,,,,,,,36.494517282479144,21.18381183793614,37.5,0.2,60.0,30618.9,36.494517282479144,21.18381183793614,37.5,0.2,60.0,30618.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,51.8113942326087,42.658488253679764,42.7999999,0.2,180.0,34558.199953150004
